participant_file,sent_id,condition,authority_rating,explanation_text
no.040,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The language used feels neutral. There's no indication of any consequences that might exist if an agency fails to follow through.""}"
no.040,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The language feels neutral, along the lines of what someone might expect from this sort of legislation. ""}"
no.040,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This sounds slightly authoritative with some of the language through phrases such as \""not less than.\"" It also includes a consequence for if the lessee does not respond within a period of time.""}"
no.040,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The language feels neutral. There are no consequences indicated for if the legislation is violated.""}"
no.040,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The use of the word \""immediately\"" makes this sound very authoritative.  ""}"
no.040,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The language is neutral, only serving to specify the expected procedure. There are no indicated consequences for is this procedure is not followed.""}"
no.040,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The language sounds somewhat authoritative  with the use of the word \""failed\"" and phrase \""legal obligations.\""""}"
no.040,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The language doesn't seem authoritative. Rather is simply states in basic terms what the expectation is.""}"
no.040,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This feels somewhat authoritative due to the specification that no court is allowed to review the board's determination. ""}"
no.040,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The language of this legislation lays out the expected protocol in what feels like a basic and neutral way.""}"
no.040,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This feels more like a simple statement of fact and relaying of background information.""}"
no.040,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Some of this feels more like relaying information. The rest of the language feels neutral without specification of any potential consequences of the procedure is violated.""}"
no.040,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The use of the word \""failure\"" makes this sounds somewhat authoritative. The phrase \""enforce a time limitation,\"" indicates a potential consequences which also adds to the somewhat more authoritative feels of this.""}"
no.040,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The language used is neutral in this draft. There is no indication of potential consequences and the phrasing simply gives the basic expectation.""}"
no.040,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The language in this draft feels neutral and intended to simply lay out the expected procedure.""}"
no.041,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It gives the liquidating agent final authority and does not allow courts to review the decision, which makes it sound very authoritative.""}"
no.041,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It uses mandatory language like “shall” and requires immediate action, leaving little discretion to the operator.""}"
no.041,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It sets an automatic legal outcome if the legislature fails to act and uses formal, mandatory language, which makes it sound firm and authoritative.""}"
no.041,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It gives the Secretary clear authority to change lease terms and treats silence as agreement, leaving little discretion""}"
no.041,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It clearly limits remedies and sets mandatory actions and deadlines for the courts, which makes the language sound firm and authoritative.\n""}"
no.041,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""\nIt clearly defines how the petition is treated and gives the court explicit authority to require a bond.""}"
no.041,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It states a clear, absolute prohibition on how funds may be used, using direct and definitive legal language.\n""}"
no.041,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It uses mandatory language like “shall” and imposes a clear reporting requirement on state agencies, which makes it sound authoritative.""}"
no.041,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It sets clear rules on subpoena power, witness compensation, and access limits, using formal and definitive legal language.""}"
no.041,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It grants authority while strictly limiting it to amounts approved by Congress using formal and binding legal language.""}"
no.041,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It clearly lays out when an apprentice is allowed to drive and gives the Secretary final say over safety issues, which makes it sound firm and authoritative.""}"
no.041,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It clearly assigns financial responsibility and legal liability to the officers involved, using strict and binding legal language that sounds authoritative.""}"
no.041,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It uses mandatory language like “shall” and strictly limits how the seal can be used, which makes it sound formal and authoritative.""}"
no.041,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It gives the Administrator broad discretion to authorize firearms and clearly defines who may carry them.""}"
no.041,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It clearly grants regulatory authority to the Secretary and sets binding criteria that must be considered.""}"
no.041,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It clearly defines the Secretary’s authority and sets firm limits on what contract inspectors can do.""}"
no.042,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""I didn't give in a completely authoritative ranking because starting the first sentence with \""An apprentice may\"" doesn't come across as strongly decisive. ""}"
no.042,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""I feel like using the word can instead of may in the first sentence would sound more authoratative.""}"
no.042,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The wording is direct, and there is no room for alternative interpretation.""}"
no.042,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The wording is very clear.  I like that the first sentence details the information and the rest is support/background.""}"
no.042,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""I think the word may in the first sentence should be replaced with \""has the authority\""""}"
no.042,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""To be a little more authoritative, I would say, \""reporting or indexing all felony....and dispositions\"" would satisfy the requirement.""}"
no.042,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""I think eliminating \""may be\"" from the first sentence would make it sound more authoritative.""}"
no.042,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""I think the last sentence would sound better like this\"" A contract inspector can be authorized to act on behalf of the Secretary, but is not permitted to issue a certificate....\""""}"
no.042,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The one leaves little to no room for questions.  It is very clear what is being stated (even with the word may :))""}"
no.042,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The first sentence is very direct, stating what cannot be done.  It then goes on to explain possible actions to follow.""}"
no.042,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""I feel like the wording could be more direct.  It seems excessively wordy.""}"
no.042,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Everything is clearly stated and leaves no room for questioning.""}"
no.042,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The point is very clearly stated.  All employees who may be asked to carry firearms are described.""}"
no.042,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I think replacing \""may\"" in the first sentence with \""has the authority to\"".  Would seem more decisive/definative.""}"
no.042,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Very clear expectations were laid out.  ""}"
no.042,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""Detailed explanation. Very direct.""}"
no.043,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""Sound like someone or many are getting a second chance.""}"
no.043,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It says give those in authority guns, but don't get it mixed up with going crazy just because you have a gun but also it protects those with guns more than those without.""}"
no.043,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This gives the liquidating agent more power and the court none...seems unpresidented.""}"
no.043,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""That sound's flat out greedy maybe that's why there isn't more low income housing.""}"
no.043,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It's a safety issue and people want to protect their interest as in their jobs and to not be sued.""}"
no.043,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""Sound's pretty good everyone is equal when it comes to subpoenas even if the justice system is flawed.""}"
no.043,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""Sound's good to me, too many weirdos out there messing with kids, especially white men in political positions and those in the religious clergy.""}"
no.043,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Sound's like the SNAP benefit program, whatever is left over gets included so the next budget isn't given more than is needed, help's save money. ""}"
no.043,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""In other words, don't give money to someone under you as you both are responsible better not trust folks.""}"
no.043,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""I read that wrong but it makes sure not to give the Secretary too much power.""}"
no.043,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This helps prevent injuries and I am all for it, protect the miner's!""}"
no.043,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Basic knowledge, if I get dragged into court for debt I assume my petitioner will demand I pay attorney fees.""}"
no.043,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It give's the librarian power to approve copies of films as long as they are approved.""}"
no.043,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It sounds to me like the Secretary has a big responsibility on their hands, watching out for super volcano's, am I right??""}"
no.043,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Sound's like someone is trying to use death to avoid debt.""}"
no.043,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Sounds to me like someone want's to know where there money is going, the US waste so much money.""}"
no.044,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""There is no information about the consequences for failing to meet this requirement. ""}"
no.044,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The legislation lays out what the official can do and the method that can be followed.""}"
no.044,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It uses words that sound authoritative, but it is hard to follow, and if I can't quite understand what it means, it feels like it lacks authority.""}"
no.044,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It sounds authoritative because it is very specific in laying out what the state can do and when the court of appeals must act.""}"
no.044,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It is very clear about what will happen if the legislature fails to pass appropriation bills and leaves no room for other actions.""}"
no.044,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It's pretty specific in setting out a definition, what can happen in that case, and what's covered.""}"
no.044,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Sometimes the use of \""may\"" sounds a little less authoritative, although I'm not sure how you'd avoid that.""}"
no.044,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The lack of court review makes this sound authoritative - there's one course of action, and that's all.""}"
no.044,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""I feel like the clearer the process, the more authoritative the legislation feels. In this case, the process is clearly presented.""}"
no.044,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It sounds authoritative, but it's not clear to me what happens if the operator just doesn't do this.""}"
no.044,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This may not be the greatest reasoning, but it seems like anytime anyone is given the power to authorize someone to carry (and by extension, use) firearms, it's authoritative.""}"
no.044,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It's written in such a way that there are no exceptions. It's very clear.""}"
no.044,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""I feel like this would sound more authoritative if it were less \""legal-ese\"" and more straightforward. i.e., say \""10 years or more\"" instead of \""not less than 10 year intervals\"". I feel like clarity and concise language lend authority.""}"
no.044,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""Hard to put my finger on, but it just felt like it allowed a lot and left a lot of wiggle room.""}"
no.044,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It starts out strong and just says \""no\"" to certain uses. But the rest ... it's unclear what purpose all this verbiage serves and seems like it could be clearer. ""}"
no.044,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It doesn't feel authoritative because it gives a power (making the contribution) but then says it's dependent on something else (the appropriation).""}"
no.045,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It clearly sets rules and sounds official.""}"
no.045,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It clearly defines when an apprentice may drive and uses strict, formal rules. That makes it sound official.""}"
no.045,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It uses clear, strict words and explains exactly how the seal can be used. That makes it sound very official.""}"
no.045,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It clearly explains how a lessee agrees and sets strict deadlines. That makes it sound official.""}"
no.045,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It clearly sets rules and sounds official.""}"
no.045,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It clearly explains service rules and fees for witnesses using formal legal language. That makes it sound official.""}"
no.045,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It clearly gives the liquidating agent full authority and bars court review. That makes it sound official.""}"
no.045,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It clearly tells operators what to do and requires immediate action. That makes it sound official.""}"
no.045,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It clearly says what the funds cannot be used for. That makes it sound very official.""}"
no.045,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It clearly defines what a contract inspector can do and uses formal, strict language. That makes it sound official.""}"
no.045,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Both officers are clearly responsible, which makes it sound official.""}"
no.045,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It clearly defines who may carry firearms and uses strict, formal language. That makes it sound official.""}"
no.045,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It clearly limits the Secretary’s authority using formal rules. That makes it sound official.""}"
no.045,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It clearly explains the rule and sounds very official.""}"
no.045,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It clearly gives the court power to require a bond and uses formal language. That makes it sound official.""}"
no.045,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It clearly tells agencies what to do and sounds strict and official.""}"
no.046,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It's using formal language and it cites other pieces of legislation.""}"
no.046,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It's formally written but seems outdated (the spelling \""intrust\"" and use of male pronouns as default).""}"
no.046,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Written in formal language and cites other legislation""}"
no.046,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It's written in formal language and is very precise.""}"
no.046,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It's written in formal language and cites other legislation.""}"
no.046,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It's written in formal language and cites other legislation.""}"
no.046,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""\""Falls of roof, face, and ribs\"" is grammatically bizarre. \""Insure\"" is an outdated spelling.""}"
no.046,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Written in formal language, logically coherent, and precise.""}"
no.046,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It clearly speaks on behalf of national interests using formal, precise language.""}"
no.046,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It uses convoluted sentence structure, but is precise, formal, and clearly articulates boundaries.""}"
no.046,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It uses choppy sentences, but clearly and precisely conveys the policy.""}"
no.046,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It's precise, formally written, and delineates guidelines.""}"
no.046,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""This is less formally written than others but still precise and articulates guidelines clearly""}"
no.046,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It uses formal language and cites specific legal concepts.""}"
no.046,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It's formally and clearly written, although it doesn't specify what a \""serious misdemeanor\"" is.""}"
no.046,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It's formally and clearly written, citing legal procedures. The last sentence is less formal and more sweeping than I'd expect""}"
no.047,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Although a contract inspector may not submit a certificate of inspection, they are still authorized to act on behalf of the Secretary. I feel this means the contract inspector still has authority to point out safety issues and to bring government attention to issues. ""}"
no.047,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""I'm unclear who would be the authority in the scenario, the subpoenaed witness? I need more information before making a decision. ""}"
no.047,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This role has extreme authority because they are responsible for reporting or indexing child abuse cases in the national database. This agency has the authority to report felony and misdemeanor child abuse cases; this means even if the abuser is a person in power this agency would still have authority over them. ""}"
no.047,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The Secretary has a moderate amount of authority in this scenario because itcan make adjustments to terms and conditions of the lease. Anyone who has the power to rewrite or change a lease is a person in authority. ""}"
no.047,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The liquidating agent sounds like it has extreme authority because it it can disallow portions of a creditor or claim and no court can review it or make changes. It sounds like the decision of the liquidating agent has the first and last say in the matter. ""}"
no.047,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""I'm unclear who would have the authority; the partners or the court. It's definitely easier to recognize the authoritative figure when it is capitalized. ""}"
no.047,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""In the scenario the Secretary does not have a great deal of authority. Yes they can regulate mortality tables but it seems like there is a lot of restrictions that they must adhere to like taking into account the available independent studies based on covered pension plans. ""}"
no.047,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Neither has much authority in the big picture. Both are responsible for the repayment and penalties by law if the money goes missing or is misused. It reminds me of using the petty cash at work; just because you have permission to use it doesn't mean you are in control of it. ""}"
no.047,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The Administrator has a great deal of authority because they can decide when officers, employees, and contractors carry firearms. A person who controls who is armed has an incredible amount of authority.""}"
no.047,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The Secretary does have the authority to contribute the funds but strict guidelines must be followed. In this scenario the Secretary is simply allowed to sign the check, they are not authorized to make changes or make their own decisions on the matter.""}"
no.047,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This draft is quite authoritative because it is set to step in if an appropriation bill fails to pass. This draft is there to protect the system when it can not agree on an outcome. ""}"
no.047,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This legislation has the authority to allow apprentice access to commercial motor vehicles during their probationary period and how the vehicles can be used. This legislation would prevent everyone who is considered an apprentice from automatically having permission to drive  the commercial vehicles during their probation period. ""}"
no.047,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This legislation specifically gives the Librarian authory over the seal but the seal must be used per the rules of the legistation subsections. This shows authority over the seal and who is able to use it. ""}"
no.047,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This legislation sounds firm and that it has the authority to shut down projects if these exact measures are not met. This legislation appears to regulate the safety of all miners who may be exposed to dangerous falls. ""}"
no.047,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This legislation seems more like guidelines than an authority measure. This legislature gives different ways the time limitation can be enforced. ""}"
no.047,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This legislature has the authority over how the funds can not be used (for construction or renovation) and designates exactly where to find the regulations for how to the funds can be used. ""}"
no.048,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It is a need, but it comes across as something that MUST be done or else.""}"
no.048,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It is giving the ability to conduct oversight in the absence of inspectors. ""}"
no.048,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It is pretty clear that this order is to be followed at all times. ""}"
no.048,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This directly gives power to the liquidating agent. ""}"
no.048,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This is a clear and direct order police and similar agents to provide any and all information regarding child abuse. ""}"
no.048,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This gives the Secretary a lot of leeway to use current or projected data to make decisions. It doesn't rely on a clear, structured set of rules.""}"
no.048,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It has a hard ten year ban from making any changes, but things open up for the secretary after this ten year period, giving them a fair amount of independent decision making. Call it a push.""}"
no.048,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""There are pretty clear rules here for an apprentice, but has flexibility depending on the program.""}"
no.048,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This is a clear set of rules and procedures for providing a seal for a film.""}"
no.048,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This is a clear rule that the officers and employees must follow if directed by the Administrator.""}"
no.048,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It sounds like a rule, but I'm not sure I understand the context of the debtor. ""}"
no.048,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It's a rule that says funds can't be used for a specific purpose. Again, it seems to be missing some context from 1950?""}"
no.048,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This is a clear rule to protect courts from time limitations. It sounds very direct.""}"
no.048,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I think it's an order with some flexibility, but I don't understand the \""acts\"" or who the authority is in paragraph (1). ""}"
no.048,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It is clear that this is a rule for both of the people who are in charge of the money. ""}"
no.048,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""I don't understand this text at all, especially after the question that was asked about it. I can't tell if the money is supposed to be reallocated or paid out the same way as the previous bill. This was very confusing.""}"
no.049,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The text is unclear, unsure what \""of roof face and ribs\"" means. ""}"
no.049,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This is clear and direct, i understand the point. Leaves no space to question meaning.""}"
no.049,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Clear, expectation is set and easy to understand.""}"
no.049,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""talks about a weakness in the system, places where marine inspectors are not available. whats the point of a contract inspector if they cant issue certification""}"
no.049,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""tightly written, sets clear terms.""}"
no.049,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The rule is very clearly stated.""}"
no.049,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Clear but the language is less authoritative/legalese ""}"
no.049,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Basically just describing duties, not particularly authoritative""}"
no.049,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""indicates an authority structure (the Secretary), legal language seems more authoratative""}"
no.049,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""reads more like a description than a command""}"
no.049,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This describes enforcement which feels authoratative""}"
no.049,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Just reads like a description.""}"
no.049,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This also reads more like a description than a command or law""}"
no.049,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This is fairly neutral language. ""}"
no.049,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""describes authority, limiting language like \""only\""""}"
no.049,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Just reads like a description, not particularly authoritative ""}"
no.050,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Slightly less than maximum authority since it refers to the authority of some other document ""}"
no.050,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It is not specified how specifically liability will be determined by the independent study information""}"
no.050,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The frequency of inspections is left open ended which reduces authority slightly.""}"
no.050,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The legislation is very specific on the conditions, thus authoritative.""}"
no.050,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The specifics are all covered and the wording is strong ""}"
no.050,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The conditions for using the funds are made absolute in the language ""}"
no.050,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The language does not specify how applicability is determined""}"
no.050,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The legislation is specific and definitive ""}"
no.050,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""\""except when otherwise provided\"" leaves open ended context that slightly reduces the authority ""}"
no.050,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The text is specific and definitive on what the state requires ""}"
no.050,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It was not specific about the \""certain circumstances\"" which reduces authority""}"
no.050,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It is clear where the responsibilities are designated, giving it maximum authority""}"
no.050,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It says it is not INTENDED to allow an alien to access classified information but does not explicitly forbid it""}"
no.050,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The wording is very clear but it does not specify restrictions about using contractors so falls short of maximally authoritative status""}"
no.050,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The text grants authority to the administrator to make determinations, so in itself it is not maximally authoritative""}"
no.050,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The text does not provide any exceptions and grants all authority to the liquidating agents. ""}"
no.051,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It's well-written and sounds very official. It details what can or cannot be done in a very formal way.""}"
no.051,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The language is authoritative and informative. ""}"
no.051,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It sounds authoritative, but is written somewhat confusingly.""}"
no.051,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The language is formal and clearly outlines what is expected.""}"
no.051,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The language used is formal and authoritative.""}"
no.051,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It sounds very authoritative and clearly outlines what is expected.""}"
no.051,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It's written in less of a formal way, but still conveys authority.""}"
no.051,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It uses very authoritative and formal language.""}"
no.051,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It sounds very authoritative, but also slightly confusing.""}"
no.051,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I think it conveys authority.""}"
no.051,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The language is very official and authoritative to me.""}"
